"YR_MTH","LOCATION","OPEN_DATE","CAP","NO_VEHICLE","UTL_RATE"
"201902","Aberdeen",1981-07-02,293,7539,81.2286689419795
"201902","Kwai Fong",1983-05-10,552,13392,73.3695652173913
"201902","Tsuen Wan",1983-07-18,545,22477,89.3577981651376
"201902","Shau Kei Wan",1988-04-01,386,14022,83.419689119171
"201902","City Hall",1959-11-12,170,8345,41.7647058823529
"201902","Sheung Fung Street",1989-09-01,268,11131,88.8059701492537
"201902","Tin Hau",1989-08-01,429,14343,72.960372960373
"201903","Tsuen Wan",1983-07-18,545,25456,89.5412844036697
"201903","Kwai Fong",1983-05-10,552,15134,73.731884057971
"201903","Aberdeen",1981-07-02,293,8512,78.4982935153584
"201903","Rumsey Street",1970-06-01,835,33462,60.5988023952096
"201903","City Hall",1959-11-12,170,8789,41.1764705882353
"201903","Star Ferry",1957-12-02,380,25173,50.2631578947368
"201903","Yau Ma Tei",1957-10-12,770,39362,64.8051948051948
"201903","Kennedy Town",2007-01-15,195,11489,80.5128205128205
"201903","Sheung Fung Street",1989-09-01,268,12646,88.0597014925373
"201903","Shau Kei Wan",1988-04-01,386,15385,83.419689119171
"201903","Tin Hau",1989-08-01,429,15697,73.6596736596737
"201904","Yau Ma Tei",1957-10-12,770,35660,62.2077922077922
"201904","Star Ferry",1957-12-02,380,22938,46.8421052631579
"201904","City Hall",1959-11-12,170,7135,37.0588235294118
"201904","Rumsey Street",1970-06-01,835,22211,59.6407185628742
"201904","Aberdeen",1981-07-02,293,7975,78.839590443686
"201904","Kennedy Town",2007-01-15,195,10604,79.4871794871795
"201904","Tsuen Wan",1983-07-18,545,24309,89.1743119266055
"201904","Shau Kei Wan",1988-04-01,386,14545,82.9015544041451
"201904","Tin Hau",1989-08-01,429,13447,72.027972027972
"201904","Sheung Fung Street",1989-09-01,268,13167,85.8208955223881
"201904","Kwai Fong",1983-05-10,477,13588,84.9
"201905","City Hall",1959-11-12,170,7635,36.4705882352941
"201905","Rumsey Street",1970-06-01,835,34247,59.6407185628742
"201905","Aberdeen",1981-07-02,293,8225,78.839590443686
"201905","Kwai Fong",1983-05-10,477,14264,83.9
"201905","Tsuen Wan",1983-07-18,545,24734,88.9908256880734
"201905","Shau Kei Wan",1988-04-01,386,14569,82.9015544041451
"201905","Tin Hau",1989-08-01,429,15145,72.7272727272727
"201905","Sheung Fung Street",1989-09-01,268,13217,85.0746268656716
"201905","Kennedy Town",2007-01-15,195,11282,78.4615384615385
"201905","Yau Ma Tei",1957-10-12,770,38498,64.025974025974
"201905","Star Ferry",1957-12-02,380,23880,47.1052631578947
"201906","Yau Ma Tei",1957-10-12,770,34999,61.038961038961
"201906","Star Ferry",1957-12-02,380,20275,41.5789473684211
"201906","City Hall",1959-11-12,170,6119,30.5882352941176
"201906","Rumsey Street",1970-06-01,835,31943,59.1616766467066
"201906","Aberdeen",1981-07-02,293,7935,78.4982935153584
"201906","Kennedy Town",2007-01-15,195,10777,78.974358974359
"201906","Tsuen Wan",1983-07-18,545,23787,88.256880733945
"201906","Shau Kei Wan",1988-04-01,386,14592,81.8652849740933
"201906","Tin Hau",1989-08-01,429,14342,72.027972027972
"201906","Sheung Fung Street",1989-09-01,268,12628,85.0746268656716
"201906","Kwai Fong",1983-05-10,477,13424,80.3
"201907","Sheung Fung Street",1989-09-01,268,12314,85.4477611940299
"201907","Kennedy Town",2007-01-15,195,10713,77.948717948718
"201907","Tin Hau",1989-08-01,429,13847,69.9300699300699
"201907","Shau Kei Wan",1988-04-01,386,14315,79.7927461139896
"201907","Tsuen Wan",1983-07-18,545,23632,87.7064220183486
"201907","Kwai Fong",1983-05-10,477,13413,80.293501048218
"201907","Aberdeen",1981-07-02,293,7743,77.4744027303754
"201907","Rumsey Street",1970-06-01,835,32349,58.2035928143713
"201907","City Hall",1959-11-12,170,6089,30
"201907","Star Ferry",1957-12-02,380,20882,41.3157894736842
"201907","Yau Ma Tei",1957-10-12,770,34195,60.6493506493507
"201908","Yau Ma Tei",1957-10-12,770,30723,58.4415584415584
"201908","Star Ferry",1957-12-02,380,20332,40.7894736842105
"201908","Kennedy Town",2007-01-15,195,10303,76.9230769230769
"201908","Sheung Fung Street",1989-09-01,268,11942,81.7164179104478
"201908","Tin Hau",1989-08-01,429,13485,68.5314685314685
"201908","Shau Kei Wan",1988-04-01,386,13534,77.979274611399
"201908","Tsuen Wan",1983-07-18,545,22451,86.4220183486239
"201908","Kwai Fong",1983-05-10,477,13297,80.293501048218
"201908","Aberdeen",1981-07-02,293,7810,74.4027303754266
"201908","Rumsey Street",1970-06-01,835,31827,57.6047904191617
"201908","City Hall",1959-11-12,170,6551,30
"201909","Kennedy Town",2007-01-15,195,10175,76.4102564102564
"201909","Star Ferry",1957-12-02,380,20393,39.7368421052632
"201909","City Hall",1959-11-12,170,6067,29.4117647058824
"201909","Rumsey Street",1970-06-01,835,30434,58.9221556886228
"201909","Aberdeen",1981-07-02,293,8192,74.4027303754266
"201909","Yau Ma Tei",1957-10-12,770,29370,55.8441558441558
"201909","Tsuen Wan",1983-07-18,545,22570,84.4036697247707
"201909","Shau Kei Wan",1988-04-01,386,13865,74.3523316062176
"201909","Tin Hau",1989-08-01,429,14258,69.2307692307692
"201909","Sheung Fung Street",1989-09-01,268,12022,83.2089552238806
"201909","Kwai Fong",1983-05-10,477,13227,78.4067085953878
"201910","Yau Ma Tei",1957-10-12,770,26697,54.025974025974
"201910","Kennedy Town",2007-01-15,195,9646,74.3589743589744
"201910","Sheung Fung Street",1989-09-01,268,11383,81.3432835820896
"201910","Tin Hau",1989-08-01,429,13932,70.1631701631702
"201910","Shau Kei Wan",1988-04-01,386,13830,75.1295336787565
"201910","Tsuen Wan",1983-07-18,545,20968,82.3853211009174
"201910","City Hall",1959-11-12,170,5655,27.6470588235294
"201910","Rumsey Street",1970-06-01,835,29889,56.7664670658683
"201910","Aberdeen",1981-07-02,293,8497,74.061433447099
"201910","Kwai Fong",1983-05-10,477,13587,77.5681341719078
"201910","Star Ferry",1957-12-02,380,19948,39.2105263157895
"201911","Aberdeen",1981-07-02,293,8141,74.061433447099
"201911","Rumsey Street",1970-06-01,835,28557,54.9700598802395
"201911","City Hall",1959-11-12,170,5308,24.7058823529412
"201911","Star Ferry",1957-12-02,377,17486,36.3395225464191
"201911","Yau Ma Tei",1957-10-12,770,22025,50.5194805194805
"201911","Sheung Fung Street",1989-09-01,267,10750,76.4044943820225
"201911","Kennedy Town",2007-01-15,195,8530,70.7692307692308
"201911","Tin Hau",1989-08-01,428,12958,68.9252336448598
"201911","Shau Kei Wan",1988-04-01,385,12635,75.5844155844156
"201911","Tsuen Wan",1983-07-18,545,20089,83.8532110091743
"201911","Kwai Fong",1983-05-10,477,13184,75.6813417190776
"201912","Tsuen Wan",1983-07-18,545,21441,84.954128440367
"201912","Shau Kei Wan",1988-04-01,385,13119,72.7272727272727
"201912","Tin Hau",1989-08-01,428,17015,71.4953271028037
"201912","Sheung Fung Street",1989-09-01,267,10888,77.9026217228464
"201912","Kennedy Town",2007-01-15,195,9222,74.3589743589744
"201912","Yau Ma Tei",1957-10-12,770,24916,51.4285714285714
"201912","Aberdeen",1981-07-02,293,8345,77.8156996587031
"201912","Rumsey Street",1970-06-01,835,28404,53.8922155688623
"201912","City Hall",1959-11-12,170,6036,25.2941176470588
"201912","Star Ferry",1957-12-02,377,23008,40.053050397878
"201912","Kwai Fong",1983-05-10,477,13142,74.2138364779874
"202001","Yau Ma Tei",1957-10-12,770,24643,50.5194805194805
"202001","Star Ferry",1957-12-02,377,22298,40.8488063660477
"202001","City Hall",1959-11-12,170,6226,27.0588235294118
"202001","Rumsey Street",1970-06-01,835,27776,48.1437125748503
"202001","Aberdeen",1981-07-02,293,8376,76.4505119453925
"202001","Kwai Fong",1983-05-10,531,13210,66.6666666666667
"202001","Tsuen Wan",1983-07-18,545,21572,84.0366972477064
"202001","Shau Kei Wan",1988-04-01,385,13534,74.025974025974
"202001","Tin Hau",1989-08-01,428,14729,68.2242990654206
"202001","Sheung Fung Street",1989-09-01,267,10922,76.4044943820225
"202001","Kennedy Town",2007-01-15,195,9010,73.3333333333333
"202002","Yau Ma Tei",1957-10-12,770,18798,49.6
"202002","Star Ferry",1957-12-02,377,15905,40.3
"202002","City Hall",1959-11-12,170,5628,32.4
"202002","Rumsey Street",1970-06-01,835,22235,44.6
"202002","Aberdeen",1981-07-02,293,7165,81.2
"202002","Kwai Fong",1983-05-10,531,12200,71.4
"202002","Tsuen Wan",1983-07-18,545,18280,82.8
"202002","Shau Kei Wan",1988-04-01,385,11913,78.2
"202002","Tin Hau",1989-08-01,428,10613,67.5
"202002","Sheung Fung Street",1989-09-01,267,9026,75.7
"202002","Kennedy Town",2007-01-15,195,7559,73.3
"202003","Yau Ma Tei",1957-10-12,770,23983,51.4285714285714
"202003","Star Ferry",1957-12-02,377,17342,40.3183023872679
"202003","City Hall",1959-11-12,170,5838,31.7647058823529
"202003","Rumsey Street",1970-06-01,835,26299,42.9940119760479
"202003","Aberdeen",1981-07-02,293,8195,79.1808873720137
"202003","Kwai Fong",1983-05-10,531,13545,70.2448210922787
"202003","Tsuen Wan",1983-07-18,545,20482,83.4862385321101
"202003","Shau Kei Wan",1988-04-01,385,13074,79.4805194805195
"202003","Tin Hau",1989-08-01,428,11939,68.4579439252336
"202003","Sheung Fung Street",1989-09-01,267,9997,80.1498127340824
"202003","Kennedy Town",2007-01-15,195,9027,76.9230769230769
"202004","Yau Ma Tei",1957-10-12,770,21555,50.1298701298701
"202004","Star Ferry",1957-12-02,377,17110,37.4005305039788
"202004","City Hall",1959-11-12,170,5313,27.0588235294118
"202004","Rumsey Street",1970-06-01,835,24905,39.0419161676647
"202004","Aberdeen",1981-07-02,293,7902,81.9112627986348
"202004","Kwai Fong",1983-05-10,531,11540,69.1148775894539
"202004","Tsuen Wan",1983-07-18,545,20114,81.2844036697248
"202004","Shau Kei Wan",1988-04-01,385,13282,80
"202004","Tin Hau",1989-08-01,428,10781,68.4579439252336
"202004","Sheung Fung Street",1989-09-01,267,9431,83.5205992509363
"202004","Kennedy Town",2007-01-15,195,9356,78.974358974359
"202005","Sheung Fung Street",1989-09-01,267,10671,85.3932584269663
"202005","Kennedy Town",2007-01-15,195,10813,78.4615384615385
"202005","Yau Ma Tei",1957-10-12,770,28416,54.5454545454545
"202005","Star Ferry",1957-12-02,377,19623,41.1140583554377
"202005","City Hall",1959-11-12,170,6416,30
"202005","Rumsey Street",1970-06-01,835,29156,40.9580838323353
"202005","Aberdeen",1981-07-02,293,8321,81.2286689419795
"202005","Kwai Fong",1983-05-10,531,13860,71.3747645951036
"202005","Tsuen Wan",1983-07-18,545,22420,80.5504587155963
"202005","Shau Kei Wan",1988-04-01,385,14357,78.1818181818182
"202005","Tin Hau",1989-08-01,428,12927,69.6261682242991
"202006","Yau Ma Tei",1957-10-12,770,29751,55.1948051948052
"202006","Star Ferry",1957-12-02,377,20322,42.9708222811671
"202006","City Hall",1959-11-12,170,7190,32.9411764705882
"202006","Rumsey Street",1970-06-01,835,30130,40.4790419161677
"202006","Aberdeen",1981-07-02,293,8338,79.8634812286689
"202006","Kwai Fong",1983-05-10,531,14475,71.939736346516
"202006","Tsuen Wan",1983-07-18,545,22979,78.7155963302752
"202006","Shau Kei Wan",1988-04-01,385,13966,77.4025974025974
"202006","Tin Hau",1989-08-01,428,13784,72.4299065420561
"202006","Sheung Fung Street",1989-09-01,267,11441,81.6479400749064
"202006","Kennedy Town",2007-01-15,195,10943,80.5128205128205
"202007","Yau Ma Tei",1957-10-12,770,26913,53.7662337662338
"202007","Star Ferry",1957-12-02,377,19248,39.7877984084881
"202007","City Hall",1959-11-12,170,6334,31.1764705882353
"202007","Rumsey Street",1970-06-01,835,28387,42.9940119760479
"202007","Aberdeen",1981-07-02,293,8322,80.8873720136519
"202007","Kwai Fong",1983-05-10,531,13795,72.5047080979284
"202007","Tsuen Wan",1983-07-18,545,21276,81.4678899082569
"202007","Shau Kei Wan",1988-04-01,385,13744,78.4415584415584
"202007","Tin Hau",1989-08-01,428,12792,71.4953271028037
"202007","Sheung Fung Street",1989-09-01,267,9998,80.1498127340824
"202007","Kennedy Town",2007-01-15,195,10061,79.4871794871795
"202008","Yau Ma Tei",1957-10-12,770,25033,51.9480519480519
"202008","Star Ferry",1957-12-02,377,18322,37.4005305039788
"202008","City Hall",1959-11-12,170,4963,27.6470588235294
"202008","Rumsey Street",1970-06-01,835,26135,43.4730538922156
"202008","Aberdeen",1981-07-02,293,7776,77.4744027303754
"202008","Kwai Fong",1983-05-10,531,12412,71.5630885122411
"202008","Tsuen Wan",1983-07-18,545,20729,81.4678899082569
"202008","Shau Kei Wan",1988-04-01,385,13150,79.2207792207792
"202008","Tin Hau",1989-08-01,428,11891,68.2242990654206
"202008","Sheung Fung Street",1989-09-01,267,9366,82.3970037453184
"202008","Kennedy Town",2007-01-15,195,9780,78.974358974359
"202009","Shau Kei Wan",1988-04-01,385,13753,78.4415584415584
"202009","Tin Hau",1989-08-01,428,13485,68.6915887850467
"202009","Sheung Fung Street",1989-09-01,267,10583,79.0262172284644
"202009","Kennedy Town",2007-01-15,195,10497,77.4358974358974
"202009","Yau Ma Tei",1957-10-12,770,28842,55.3246753246753
"202009","Star Ferry",1957-12-02,377,20424,41.9098143236074
"202009","City Hall",1959-11-12,170,6493,31.7647058823529
"202009","Rumsey Street",1970-06-01,835,29384,45.6287425149701
"202009","Aberdeen",1981-07-02,293,8039,75.4266211604096
"202009","Kwai Fong",1983-05-10,531,13689,71.939736346516
"202009","Tsuen Wan",1983-07-18,545,22306,82.2018348623853
"202010","Aberdeen",1981-07-02,293,8910,76.4505119453925
"202010","Rumsey Street",1970-06-01,835,28359,36.4071856287425
"202010","City Hall",1959-11-12,170,7049,31.1764705882353
"202010","Star Ferry",1957-12-02,377,21304,42.9708222811671
"202010","Yau Ma Tei",1957-10-12,770,30663,51.038961038961
"202010","Kennedy Town",2007-01-15,195,11355,78.4615384615385
"202010","Tsuen Wan",1983-07-18,545,23489,83.8532110091743
"202010","Shau Kei Wan",1988-04-01,385,14857,78.961038961039
"202010","Tin Hau",1989-08-01,428,14980,67.2897196261682
"202010","Sheung Fung Street",1989-09-01,267,11880,78.6516853932584
"202010","Kwai Fong",1983-05-10,531,14285,72.5047080979284
"202011","Aberdeen",1981-07-02,293,8672,78.4982935153584
"202011","Rumsey Street",1970-06-01,835,29396,37.9640718562874
"202011","City Hall",1959-11-12,170,7359,32.9411764705882
"202011","Star Ferry",1957-12-02,377,21798,44.8275862068966
"202011","Yau Ma Tei",1957-10-12,440,20843,74.5454545454545
"202011","Kwai Fong",1983-05-10,531,14533,71.3747645951036
"202011","Kennedy Town",2007-01-15,195,10926,77.948717948718
"202011","Sheung Fung Street",1989-09-01,267,11464,79.0262172284644
"202011","Tin Hau",1989-08-01,428,14935,69.1588785046729
"202011","Shau Kei Wan",1988-04-01,385,14332,79.4805194805195
"202011","Tsuen Wan",1983-07-18,545,22542,82.3853211009174
"202012","Yau Ma Tei",1957-10-12,350,16007,60.5714285714286
"202012","Star Ferry",1957-12-02,377,21613,40.053050397878
"202012","City Hall",1959-11-12,170,5772,26.4705882352941
"202012","Rumsey Street",1970-06-01,835,27992,37.6047904191617
"202012","Aberdeen",1981-07-02,293,8768,76.4505119453925
"202012","Kennedy Town",2007-01-15,195,10704,80.5128205128205
"202012","Tin Hau",1989-08-01,428,13001,68.9252336448598
"202012","Shau Kei Wan",1988-04-01,385,14078,80.7792207792208
"202012","Tsuen Wan",1983-07-18,545,21215,83.1192660550459
"202012","Kwai Fong",1983-05-10,531,13165,73.0696798493409
"202012","Sheung Fung Street",1989-09-01,267,11230,77.5280898876404
